Name	C5
TBC1D19	0.541066817
DYNC1I1	0.145995302
ESR2	0.010256725
SESN3	0.268266553
TEAD2	0.643681682
PLA2R1	0.382432307
FDFT1	0.849665313
IFI44	0.752260522
HSBP1L1	0.343587458
IDH2	0.898447598
SERPINA3	0.102231811
MDGA1	0.446828356
STAC2	0.133786478
RPL35A	1.041832008
PANX1	0.776552269
HOXA13	0.102245133
DPAGT1	0.7319269
ZDHHC1	0.469988198
EDEM2	0.779646296
SDHD	0.816996646
KSR1	0.336249591
C1QTNF2	0.321312861
FDXR	0.466566512
FUCA1	0.717490795
RP11-283G6.3	0.219657797
LRRC63	0.040700816
CCDC121	0.12868388
PCDHA11	0.040017017
LRRC1	0.198554478
POU6F2	1.06E-18
RASSF3	0.553683457
GCNT3	0.099243505
RP11-25K19.1	0.267385188
APBB2	0.651556007
ETS1	1.045171153
EML5	0.06826721
TYSND1	0.266712637
FGFR1	1.280342547
LINC00461	0.068542043
NOSIP	0.942212754
ATP9A	0.805859867
NEDD4L	0.240022361
RXRA	0.525846239
SEMA6D	0.181388338
LHX6	4.97E-19
RPL24	1.060695883
MGAT3	0.105780218
BCL2	0.150459297
STK4-AS1	0.082426072
MLLT11	0.977009754
VWA5A	0.30118032
TFPI2	1.156074778
ECE2	0.116375082
DLX6	1.48E-05
DNM3	0.132792589
STK17A	1.001554696
CTDSP2	1.038333083
C15orf38-AP3S2	0.059033218
NUMA1	0.816154264
NEBL	0.045178078
ENHO	0.06244922
TNS3	0.95584205
ARHGAP26	0.239753052
SAMD9L	0.814228169
REEP3	0.84856205
EGR4	0.007260973
RDH14	0.436606117
SLC25A29	0.236275355
MEX3C	0.736072958
CKMT1A	7.05E-22
ITGA2	0.721880737
ZSWIM5	0.087676428
KSR2	0.011200449
LONRF2	0.079568905
CYP1A1	0.071396364
ZNF532	0.757575217
ZNF865	0.393967515
CHML	0.292510296
RNF144B	0.239356008
ADAMTS13	0.253706496
ISLR2	0.104843421
PSMB9	0.949330774
AFAP1L2	0.183180949
LRCH2	0.329040882
RP4-798A10.7	0.037099724
LIFR	0.449577181
USP28	0.332283083
APBA1	0.277886438
SEPSECS	0.238170255
NYAP1	0.116924863
APBB3	0.46004667
DHCR7	0.637274103
DOCK2	0.435436699
CKMT1B	6.99E-22
IFITM2	1.143571531
TCEB2P2	0.064963
BUD13	0.39382626
MMAB	0.363554139
PKDCC	0.559199157
AP1S2	0.589890808
C12orf29	0.538368661
RPS5	1.070396603
SAE1	0.991374283
RP11-426C22.6	0.06159891
ATF5	0.836789206
EPHA10	1.44E-21
ZNF628	0.229966142
CTSC	0.684641969
CORO1A	0.124357174
AC004951.5	0.06336536
RP11-448G4.2	0.095911767
TXNRD1	1.02741442
PTPRN	0.392128011
PGF	0.298941019
SSX6	0.021817154
SLC6A17	0.144569933
DUSP15	0.093338103
PITX2	0.272135544
GDA	6.40E-06
RP11-76H14.2	0.137435589
RP11-313M3.1	0.047125156
H2AFX	0.753002249
RP11-438O11.1	0.012714832
SLC22A18	0.453900439
EPG5	0.787893022
TMEFF1	0.129028531
RP11-396M11.1	0.045761169
TFCP2L1	1.54E-21
BRSK2	0.042564091
NOXA1	0.098218222
IER3IP1	0.993456628
PAFAH1B2	0.737608076
ELMO1	0.113826301
VCAN	1.468924785
MALAT1	1.046373944
SNCB	0.013891737
SLC10A5	0.077335716
TNIK	0.487077876
TCIRG1	0.900857388
NOV	0.744599217
SLC22A17	0.632707575
PSMD11	0.884087463
DLG3	0.28417466
FAM53A	0.160208159
TAPBPL	0.581180041
FAM219A	0.849174821
EPN1	1.003829624
RTN1	0.175091342
DHX36	0.536562423
DNMT1	0.778450304
DUSP13	0.023639089
PPP1R3F	0.315279744
PIR	0.276583638
FAM124A	0.122177871
C15orf40	0.405038468
ZNF721	0.293889992
IREB2	0.482256734
BEGAIN	0.057609329
WNT5B	0.901788713
LRRC37B	0.267920886
ZNF92	0.208412918
UNC45A	0.86631797
C7	0.091280545
TPH2	0.024878714
BBS4	0.556688228
ENTPD5	0.354188489
DAPK1	0.378954548
HMGB1P21	0.078567351
MSX1	0.30913614
PMEPA1	0.779041985
PPCDC	0.214654881
DCUN1D3	0.537518564
YAP1	0.960943853
TUBG2	0.767488095
RP11-334C17.5	0.159756549
DNMBP	0.546732548
SLC27A3	0.243639448
MMP24	0.596210401
MCF2L2	0.028589572
PPP2R3A	0.542629028
IFITM1	0.799188675
ANKMY2	0.688750864
P2RX6	0.375794002
LRRC27	0.224585195
CHEK2	0.211394244
EIF2B5	0.606093442
GPM6B	0.10360213
NFATC1	0.241175797
COMMD8	0.767906511
SRSF12	0.03783059
MESP1	0.068433103
PSAPL1	0.018238271
SBNO2	0.814156955
CREG1	0.779737288
FILIP1	0.13682844
JAG1	0.700816152
NXT1	0.545840493
HMGCS1	0.698819961
NRCAM	0.19965602
TRIM28	0.995114899
ACRV1	0.0518104
ARHGEF12	0.916478554
STAG2	0.597719759
HDDC3	0.446849702
PDK3	0.197189797
CTSD	1.105430575
MATN3	0.467689676
OSR1	0.42207305
NBEA	0.251478974
PAQR6	0.222700963
SOCS1	0.291990146
TLX3	3.45E-21
TMEM130	0.366319157
SAMD3	0.15832622
LINC00205	0.477295907
KRT15	0.142854823
ZSCAN5A	0.155605436
LRRC49	0.281725225
RNF26	0.793739262
MTG1	0.232512231
COQ6	0.367929906
TRIM73	0.265820939
ADAP2	0.116871192
BDNF	0.420708782
DIO2	0.413441338
PTPRU	0.314323923
PI4K2B	0.413618502
BHLHE41	0.634041449
INHBA	1.19453321
ADNP2	0.335471758
RPUSD4	0.435393032
CLDN10	4.45E-21
BCL9L	0.85793286
ANXA7	1.018640119
DOC2A	1.87E-08
PCDHA12	0.059473256
PIK3C3	0.534120542
SLC24A1	0.293071711
PRAF2	1.289693164
MRC2	1.566851008
IFITM3	1.167004065
IQGAP2	0.073401655
RP11-234A1.1	0.833940925
PMS2P4	0.278822734
LRRK1	0.377124066
CHRNA7	0.030336645
DLAT	0.567735676
IFT43	0.580104669
IRF7	0.391847222
TMEM37	0.127985255
ZW10	0.485093785
AP2S1	1.051876221
FBXO45	0.26386121
RNF215	0.656815037
MCCC1	0.47237375
GKN1	0.061614435
KCNAB2	0.218623065
GHDC	0.52894079
RBFA	0.631201285
FBXL5	0.91644888
WARS	0.948917619
KCNH2	6.09E-15
VAPB	0.573356977
MALT1	0.565200751
DDX10	0.249141296
EMID1	0.056732989
PRPF31	0.918525177
RAB38	0.161910516
RP11-467I20.3	0.014251609
GCLM	0.611293134
TMED3	1.006867357
RP11-29G8.3	0.82512994
RP11-575H3.1	0.130419446
TMEM128	0.632653029
CCBE1	0.998843916
SRPK3	0.130830273
ZNF776	0.362121074
CBR3	0.715824795
BEX1	0.619633653
TMEM175	0.589754886
NOX5	0.024193326
FYB	0.041682416
GADD45GIP1	0.975858537
DPY19L2P4	0.047931045
AKAP5	0.097926696
NSDHL	0.700989165
HMGA2	0.315434393
HTT	0.559141654
FZD1	0.758985016
NRP2	0.932696252
RP11-345J4.3	0.176460494
BSCL2	0.510020733
IGSF9B	0.044833454
ABHD2	0.833133129
P2RY2	0.100599277
MYL5	0.458358345
TSGA10	0.084930498
SYN1	0.118318383
DDX6	0.831213575
RPL18	1.04714249
CCDC92	0.801373054
PHC3	0.381741672
MAPRE3	0.767301273
SCG5	0.865892448
FURIN	1.00727811
DAB2IP	0.479934912
RAB11FIP3	0.775142339
ABT1	0.519250935
NR4A3	0.116412008
RPS26P6	0.901879594
COL4A5	0.528001053
TRANK1	0.470746834
NUP153	0.614598174
TTYH2	0.087704708
WDR19	0.448637819
GLIS2	0.758619287
HPRT1	0.738945386
RAD54L	0.148390504
DCPS	0.567598992
MIPEP	0.36037736
CSNK1G2	0.860475981
HOXA9	0.124121162
TSHZ1	0.43100276
AC091633.2	0.028045022
TIMM21	0.68382313
SERPINB9	0.14690136
RNF181	1.01649173
SDSL	0.523919595
REEP1	0.077154719
SLIT2	0.600161891
RPL13A	1.073528591
SULT4A1	0.06975922
MVK	0.288218945
IGF1R	0.526275461
ZBTB33	0.357246409
COMP	0.311962179
CATSPER2P1	0.534882836
CDK5R2	0.070315787
MRPL47	0.914077461
MBD2	0.67168871
TCTA	0.953065784
SERTAD1	0.744016822
RP11-475I24.3	0.107978429
JUNB	1.085014223
F2R	1.296090219
MLLT1	0.850396411
NTNG2	0.220660081
MST1P2	0.172934701
ZNF704	2.04E-07
AP000253.1	0.061333825
ZSCAN5C	0.043458225
DNM1	0.45318033
CDS1	0.062149146
HMGN4	0.926022302
MAN2B2	0.85017571
ARHGAP4	3.37E-07
THOC2	0.593956251
FHL2	1.093698494
SIGIRR	0.186128859
RIPPLY2	1.20E-19
CTC-378H22.2	0.094333497
DNMT3A	0.235649829
HMGN5	0.151435906
CISH	0.232272033
GPR157	0.254898083
GBP2	0.651786191
NAGLU	0.974038618
SLC45A1	0.259800787
ABCA9	0.11972125
HDAC11	0.487643043
HEY2	0.048356813
GPRC5A	0.506793474
HLA-F	0.476950084
ZNF365	0.293998078
FAM122B	0.600352849
ALDH2	0.834174206
SLC12A8	0.59558582
BEND6	0.410260063
SLC26A1	0.217627611
FBXO2	0.131552123
ZNF367	0.251234365
PTER	0.15127061
TMEM221	0.077803889
SARNP	0.349988591
DAAM1	0.384151957
IFT46	0.576117538
KIAA0040	0.060990831
TMEM136	0.424080579
MAGEA6	3.50E-21
ZNF614	0.285170067
ANKRD6	0.213210312
C1orf159	0.22405629
TMEM200A	0.721819148
ZNF300	0.383523295
PRMT1	0.896715054
EIF4G1	1.021816392
RP11-20D14.6	0.098131122
SLC35D3	2.18E-21
MTMR1	0.469719018
MKNK2	0.837135264
GNPDA2	0.424880717
PDE4DIP	0.760469382
RP11-211N8.2	0.099343596
TIMM17B	0.597979328
C17orf75	0.496114315
ARC	0.126710569
CD276	1.031460718
RP11-818F20.5	0.46404691
SEMA3A	0.521452312
CHEK1	0.334918538
SPTBN5	0.169149774
TTC8	0.656343612
ACSM4	0.047270191
ATP5A1P7	0.031202367
ZNF460	0.156230921
ARCN1	1.026870122
TIMM8B	0.538729976
OAF	0.800755298
TBC1D8	0.281470256
PTPRD	0.272817322
RNPC3	0.407310625
SNORD104	0.022130246
SLC1A1	0.649929904
ZNF469	0.48731113
RPL10	1.071484874
DYM	0.70908748
NKX6-1	0.136114898
C19orf43	1.030111165
BANF1	1.015982053
QTRT1	0.713223516
KHK	0.000631719
RP11-496I9.1	0.203224513
COMMD4	0.733399741
SLC10A3	0.895766328
SPOCD1	0.902825111
FXYD1	0.148516898
TM2D1	0.68806338
IFIT5	0.629552303
DUS3L	0.372614533
FAM127B	0.992041644
GCHFR	0.11729795
ABHD14B	0.725812623
RP11-589F5.4	0.229037664
CBR3-AS1	0.249238379
WDR1	1.077533726
C16orf45	0.992324891
STK32A	0.130692922
MIR15A	0.012971315
LIAS	0.286794918
SLC4A1AP	0.788888841
MAP3K11	0.626954445
SCRIB	0.650450615
SPRYD7	0.487681812
RP11-657O9.1	7.08E-06
RPL34	1.053611903
ZNF584	0.405133318
ANXA6	1.362732803
ESRP2	5.12E-21
STK11	0.796586307
NPFFR2	0.050014027
SERTAD4	0.381804339
AC016831.7	0.100695027
LDHAP7	0.055474564
SIRT3	0.403558245
OTX1	0.027446696
PDE4C	0.105111288
SIK3	0.37966791
PAX9	0.030673133
MAPT	0.061524676
PQLC1	0.692327748
AC009302.2	0.28837571
FAM219B	0.736843632
ARL5B	0.344839005
SYNM	0.42696091
CRMP1	0.487082788
ZMYND10	0.145737584
ETV6	0.41010362
PACRGL	0.32150666
PRRT3	0.318476763
HINFP	0.242034082
ZNRD1	0.527216565
KB-1460A1.1	0.088998593
SIPA1	0.416087884
TIFA	0.254192187
TRMT1	0.630938394
SLC5A2	0.062630354
TC2N	1.33E-21
RCN2	0.948955185
MAGEA12	3.90E-21
RP1-27O5.3	0.009410417
BLM	0.04995966
ARID3B	0.110255734
PRR5	0.174514254
ARHGAP24	0.521587585
SYT17	1.41E-09
RPS3AP47	0.560708385
RNASEL	0.325493754
GADD45A	1.097645821
UCHL1	1.11444
GFM1	0.496464674
STK32C	0.268522822
TMEM164	0.385116223
RPS25	1.065017237
LINC00470	0.023100802
C2orf15	0.038692171
PLCH1	0.043971859
RCAN2	0.381277873
GS1-124K5.2	0.165229731
RP11-603J24.17	0.748425536
GNB1L	0.366683766
TCF7L1	0.476563248
ITCH	0.698712712
PLEKHN1	0.282328277
SERPINE2	1.345403619
RPS26P3	0.464198442
PGBD5	0.191316379
CTDP1	0.483490788
BMI1	0.69521819
SLC35B2	1.039214161
LETM1	0.490282675
MAGEA3	3.97E-21
UNC5A	8.91E-11
MAP6	0.218477538
CD83	0.114676742
RP11-598F7.5	0.084543774
ATP5I	1.007734854
DBNL	0.977912373
HRASLS	0.030836702
AKR1B15	0.105989626
TTC19	0.503372177
RASGRP3	0.252817555
ZSCAN12	0.243139844
CEND1	0.337910039
CERS4	0.231011972
C4BPB	0.041891152
P4HA2	1.225594142
SLAIN1	3.21E-21
FKBPL	0.328301417
CTSK	0.753804826
MUC1	0.45588806
FN1	1.485208168
AOX1	0.807838124
PTPN13	0.675580014
ZNF358	0.888281828
OCIAD1	0.951424483
RAET1G	0.32420392
REPIN1	0.762084606
BCRP2	0.006051122
TTPA	0.022999315
HOXD1	0.083152279
PPFIBP1	0.844016294
LAMA3	0.277641318
WWC2	0.823963756
RP11-424C20.2	0.385580186
BST2	0.547905359
POLL	0.43470888
ACSL5	0.346939485
KIAA0408	0.13417276
SHMT1	0.189121133
NID2	1.009437942
TRIP10	0.937038296
ZNF432	0.390795766
ZFP36L1	1.036139576
BTBD1	0.873027097
TMEM86A	0.157064973
TUBA8	0.037225027
CBFA2T3	0.017999035
AP2M1	1.073817166
SERTM1	0.029973945
ZCCHC4	0.301315829
KLHL5	0.723153367
MYNN	0.382649513
CNTNAP3B	0.14769797
RP11-488C13.1	0.157406805
SEC62	0.942439276
BEND4	0.010858211
SLC16A13	0.260324655
RP11-2J18.1	0.01867174
KIAA0319	0.016542769
TSPAN33	0.084252075
TMEM109	0.982849743
DGKQ	0.550984735
ACAA1	0.818695716
MME	0.733887566
AEN	0.602714048
RAP1GAP	0.004470463
CSAG1	3.16E-21
YKT6	1.035793426
CABLES1	0.400107688
ZMYND8	0.441405987
PDE8A	0.549063845
CGA	0.094880909
CAPSL	0.163663184
CCDC115	0.712291523
FBXO22	0.4812261
RPS15	1.070482238
SLC22A23	0.283908486
GJA1	1.357914254
ABCB6	0.696510173
KCNMB4	0.113672552
ZNF658B	0.131864149
PARP9	0.489286025
LGR4	0.655584347
TMEM5	0.277467249
RP4-631H13.6	0.22861161
TNFRSF10C	0.261921269
PRSS36	0.096582816
TPBG	0.850569564
HAS3	0.259390243
RPL41	1.066066385
ZSCAN22	0.199704778
RTBDN	0.010573487
NGEF	0.331347131
RAVER1	0.661012053
ZNF132	0.282969468
HAUS7	0.178286306
FAM200B	0.513329283
HTATIP2	0.565346983
MXRA8	1.12920111
LLPH	0.691568734
ZNF709	0.108731411
RP11-326C3.11	0.177205897
RP11-467L13.5	0.072649412
FAAH	0.091097539
SIPA1L3	0.526160698
RP11-253E3.1	0.044708253
PSMD2	1.033838213
GPAM	0.358780154
HDAC9	0.354945193
SULT1A4	0.394085645
ZNF649	0.342668207
SLC9B2	0.369787694
COG7	0.52818019
CTB-31O20.2	0.224422842
ZNF256	0.263648335
CD99L2	1.144932954
RP11-744H18.1	0.047843176
P2RY6	0.231110625
GP1BA	0.13955573
CCDC102A	0.417172931
VAMP8	0.114013279
ITGAM	0.029413333
ZSWIM7	0.417387577
NECAB2	0.130509895
PCBP3	0.222001372
TTC5	0.319395892
HOMER2	0.207844764
ATL1	0.444003336
HOXB9	0.200412229
MFGE8	1.295858043
LENG8	0.960982723
CNTNAP4	0.002565708
PITPNM1	0.571905608
TMEM231	0.454512939
ISL2	0.089692797
TLN2	0.595043798
CHEK2P2	0.000759233
TAF9B	0.632822948
LRRC29	0.269947385
PPP1R3G	0.268333474
ALDH3B1	0.827348918
ZNF525	0.172319845
DMXL2	0.363037242
LRRC15	0.523452725
PCDH1	0.137442325
RPL13AP25	0.975027925
EFHD1	0.231367889
TXNDC9	0.756430892
TCL6	0.023043836
HYOU1	0.967560888
ZNF416	0.269150912
ZCCHC12	0.038087079
PDZD7	0.160800098
PADI1	0.17061149
CD163L1	0.318499847
WNT9A	0.264582699
ABCB9	0.192521954
SLC25A43	0.753983996
SNN	0.005870014
KCTD15	0.4129168
STOML1	0.74264981
CRELD1	0.861169704
U2AF2	0.975325976
ISG20	0.147557259
POLR2H	0.675667327
TRIM26	0.733754864
MSMO1	0.875470213
SYP	3.22E-05
WFS1	0.958270056
NRP1	1.349733914
IRF9	0.134101707
FKBP1B	0.228595083
SLC5A10	0.043372198
G6PC3	0.989736452
NEIL1	0.171432062
CTBS	0.726179569
CCND3	0.796906234
TNFRSF10D	0.672837879
KNDC1	0.109680932
BST1	0.656122031
IGFBPL1	0.061206063
CHKA	0.219291016
GAP43	0.217671652
NOP14-AS1	0.094393236
HES2	0.032081146
PNKP	0.667069734
ARHGDIG	0.081763325
TIPARP	0.767660384
DEK	0.920896677
PEX7	0.353876625
HENMT1	0.08582588
SART1	0.78471623
ZNF667	0.264229589
KLF4	0.609394916
FEN1	0.743373139
SMAD4	0.623704858
TMEM8B	0.527511099
DYNC2LI1	0.406897768
RP11-1149O23.2	0.080358921
USP18	0.24419497
LINC00176	0.086792159
KDM4A	0.722592814
UXS1	0.809003449
CARD18	0.007159274
ATP1A3	0.080016129
GS1-259H13.2	0.247560776
TRIM8	1.075972442
SLC41A1	0.763341891
MLLT3	0.280104011
STAG3L4	0.419821202
RP11-466H18.1	1.061108767
CITED2	1.285761194
ZFAND6	0.852159645
CNPY3	0.921645849
AC007879.5	0.254971349
MUC15	0.030923772
ABHD15	0.437163926
RASL10A	0.015999422
NHSL2	0.159715385
UBOX5	0.445614717
AGAP6	0.349162473
KIAA1211	0.056377985
FLT3	0.014588695
ST6GALNAC5	0.280174686
RP11-16P6.1	0.086713706
OTUD7A	0.043761476
PANX2	0.256642091
SLC28A3	0.164625102
ARHGAP27	0.101290563
SPCS2	0.847688585
HS3ST3A1	0.698417665
TSPAN13	0.508761413
TIMELESS	0.488399929
DCUN1D5	0.777491731
PREB	0.852716022
GAB3	0.20939838
EMILIN1	0.832131731
TMEM59L	0.544300075
FBRSL1	0.199360496
MESDC2	0.782960377
DKC1	0.778084659
ZNF83	0.826693302
GPR158	0.075526578
RP11-480I12.5	0.025157868
LRRC28	0.22042453
TRIM2	0.402169032
ECI1	0.550693878
GOLGA5	0.93279847
STX12	0.904968747
PKP3	0.062811751
PIGU	0.662887482
RP11-303E16.2	0.329971393
ZNF274	0.502632572
SLC10A4	0.030107048
ACSL1	0.636204169
LPXN	0.912465841
ZNF583	0.253607199
RP1-102E24.6	0.02497613
AGAP11	0.62882384
GS1-124K5.4	0.271313799
RP5-902P8.10	0.269102612
CAMKK2	0.58770424
DHCR24	0.919614799
RHOXF2B	0.012609238
RP11-111F5.2	0.302969769
IFI35	0.810708429
RP5-1028L10.1	0.105390301
PTGR1	0.867707721
SLC10A7	0.231258496
ALG9	0.244543433
C19orf68	0.309386445
ADORA1	0.462184995
SKP1P1	0.148440449
C19orf48	0.716173536
STAMBP	0.453759962
PSMB10	0.777035788
RP11-337C18.4	0.012889854
RPL24P2	0.28068658
MRPS11	0.694474892
TICAM1	0.624682949
CIB1	1.013016796
RCAN3	0.29193505
TMEM150A	0.593592194
GSTA4	0.558742769
CAMK1G	0.121933691
GOLPH3	0.865255245
CCDC9	0.690434669
LPAR2	0.147957641
EML3	0.6859342
GCNT2	0.083537864
CYR61	1.282158665
FUNDC1	0.646859029
C5orf64	0.014110485
PRICKLE4	0.239539966
WDR47	0.591083472
RUNDC3A	0.051028718
TMEM110	0.161599025
RP11-384P7.7	0.025077329
RP11-124N3.3	0.026555732
C7orf61	0.132743605
ATP6V1C2	1.91E-21
SLC30A9	0.88565367
ZNF559	0.391527188
NDRG3	0.719985361
FAM210A	0.316008388
MSL2	0.330947741
F11R	0.075722941
GTF2F2	0.682267181
PGBD1	0.323337768
RP11-873E20.1	0.13350397
LIPG	0.253919074
ADD3	0.888914058
SERINC3	1.086515314
TMEM19	0.511371958
ROBO4	0.208799405
NOTCH3	0.626156941
MFSD7	0.274485481
SNRNP48	0.408917885
TRIM21	0.758669137
MRPL46	0.575180781
LAP3	0.839063275
CLEC2D	0.247841783
FOXF1	0.57763085
EIF4B	0.999849984
CSPG5	0.024328242
SCG3	9.06E-21
UACA	0.900687218
NUCB2	0.926347618
FAM98A	0.941077108
ZNF45	0.368029822
TSPAN9	0.775868343
CBX4	0.549502685
AC091729.9	0.386590064
TRPM8	0.058857835
RP11-802E16.3	0.404371858
RP11-134E15.2	0.234098171
PTPRG	0.57892262
TSEN34	0.774074658
NOXO1	0.012580044
CCM2	0.707058543
PPP1R21	0.47296114
RPS3AP26	0.995331997
RPS19P3	0.116879599
FMO4	0.188322197
KCNJ6	0.156553721
ATP9B	0.35985097
PLCB3	0.667455589
DPP9	0.887059734
CCNH	0.683607077
OBSL1	0.714186127
TNFAIP8L3	0.481286275
TMEM63C	0.038793558
ACOT11	0.099249824
SNRNP27	0.761690719
SNHG12	0.3917739
VEZF1	0.80758478
PIGO	0.485353311
RASSF7	0.408777634
IL22RA1	0.067118973
RMND5B	0.483849847
SLC35A3	0.469594787
ZFHX3	0.347689628
ARL14	0.040072643
C16orf72	0.679566853
ZBED1	0.706640315
KBTBD8	0.162427395
GM2A	0.741268162
PPP1R14BP2	0.038038236
KLHDC8B	0.775013549
KIAA1107	0.210235064
KTN1-AS1	0.117736602
CEBPD	0.695549591
ANAPC4	0.538061038
RPS11	1.076359462
LA16c-306E5.1	0.022098768
TRIM27	0.702358858
ATXN3L	0.013404345
SNORD3A	0.308501913
GPR3	0.151751867
SNX17	1.010048347
CYP39A1	0.101207939
AP3S2	0.16568675
TOX2	0.481760537
RP11-510I6.2	0.015117535
SREBF2	0.826021861
CBLN3	0.347860687
DOK3	0.198624902
ISM1	0.141437892
PGAP2	0.25261927
RPS6KB2	0.675430812
MTA3	0.354418019
RPL7AP30	0.012285093
HEATR5B	0.429066296
MINPP1	0.712807161
NR1D1	0.680377434
POLD1	0.38962995
FASN	0.765305576
EIF1AD	0.491925834
MEIS2	0.404604725
RP11-304M2.5	0.815119166
AP3B2	0.062895967
CYP26A1	0.004496176
RPS9	1.024498751
ABHD11	0.422422546
OGG1	0.521733281
SUSD4	0.164885072
SLC37A2	0.222820927
MTDH	0.922049897
INTS7	0.33789695
FAM110C	2.20E-15
AIMP1	0.84053986
TMCO4	0.45997637
DYNC1H1	1.003325998
DENND1A	0.270081222
CNOT10	0.345085642
RIBC2	0.075205019
C6orf89	1.005852484
ANKRD5	0.156450689
HAT1	0.750087076
EXOSC10	0.631832361
PPP2R3C	0.511088083
SCGB1A1	0.021584758
MSH2	0.371292458
CAMK2N1	0.801786911
ATP6AP2	1.117642125
ZFAND5	0.92612407
AGRN	0.926113978
KCNJ2	0.21785519
RYK	0.830020967
NKX2-1	4.94E-19
UBR5	0.748655637
TRAM1	1.102054979
LSM4	0.98055267
TXN	1.054270168
PJA1	0.715436838
KIAA1919	0.243660676
ZNF550	0.363359909
KRT2	0.021796427
ZBTB39	0.196956783
CALR	1.079094272
ZNF275	0.438258242
FGD1	0.592063944
C5orf22	0.51829522
GTF3C2	0.598727231
DCAF15	0.519813583
POLR2E	1.038062574
ZYG11B	0.554400158
PHF23	0.792966435
HBP1	0.861499385
PIK3C2A	0.641950284
SH3GLB2	0.821928663
PRPF6	0.899435529
CYB5R3	1.127968155
CALCRL	0.161183843
PPP5C	0.852002971
HOMER3	1.058303479
CTNNA1	1.066327028
KIF22	0.555402757
WBSCR16	0.632676216
CLPTM1	0.992011994
LARS	0.916277219
SECISBP2L	0.834348654
RHBDD2	0.853652012
SRPR	1.036702919
MPDU1	0.823337316
NAB2	0.83567352
VASP	1.001003949
ERLIN1	0.914955203
ING5	0.247255705
ERBB2	0.771800849
DAPK3	1.063512042
HM13	1.010327629
MED20	0.5418072
BPNT1	0.57947777
LOXL2	1.629468058
ZNF652	0.23974633
ELF1	0.594149757
SORBS3	0.890138561
MGLL	1.067269821
KRT8	0.400172711
C9orf80	0.502907069
CBLB	0.566734256
NSMAF	0.761025918
ARHGAP1	1.042881286
ELL	0.472153361
ANK2	0.317010448
NDRG2	0.062780109
EHBP1	0.802446696
VGLL4	0.493925617
ZNF641	0.288619138
MARK2	0.399400847
JAM3	0.815944137
INPP5B	0.277997283
ANO3	0.084927204
HPCAL1	0.778658466
SOX4	0.622519996
TAGLN2	1.112416193
AP3D1	0.976813544
ST7L	0.310898877
WDR6	0.894228073
DHX34	0.297215037
UNC93B1	0.542917559
ELP3	0.48083802
C1orf144	0.85448585
DHX9	0.882509706
