Name	C6
LGALS3BP	0.842574472
VASH1	0.212888541
POU6F2-AS2	0.15661081
C11orf45	0.074718199
CLSTN3	0.091033315
ITGB2	0.018803081
KIF5C	0.210423142
CPEB1	0.217950984
SQLE	0.627790335
GSTO2	0.037636256
FAM127C	0.219515138
FIG4	0.287603326
VMA21	0.573106875
ENOX1	0.290270638
RP11-620J15.1	0.072404931
DHTKD1	0.470962245
COLEC12	0.093723251
MSRB3	0.19961392
IRF5	0.141262844
TESPA1	0.050542832
SLC25A45	0.176961583
MICALL2	0.460377434
OPRL1	0.110373532
FNDC5	0.029578729
GS1-358P8.4	0.372308289
PCDHAC1	0.011435472
GNG2	0.654290752
CTNND2	0.035676372
MBOAT2	0.229728656
PDE4B	0.449874472
TBC1D19	0.206348558
DYNC1I1	0.370533176
ESR2	0.099609913
SESN3	0.430520096
TEAD2	0.369717882
PLA2R1	0.04805045
FDFT1	0.777709116
IFI44	0.350879801
HSBP1L1	0.219385076
IDH2	0.580305356
SERPINA3	0.491939143
MDGA1	0.204261894
STAC2	0.071973533
RPL35A	0.813495013
PANX1	0.512480759
HOXA13	0.16554436
DPAGT1	0.641464283
ZDHHC1	0.208894034
EDEM2	0.598027115
SDHD	0.677717519
KSR1	0.150600407
C1QTNF2	0.133789378
FDXR	0.525138342
FUCA1	0.546382732
RP11-283G6.3	0.180417411
LRRC63	0.150732028
CCDC121	0.19418759
PCDHA11	0.0332631
LRRC1	0.209658675
POU6F2	0.081600565
RASSF3	0.684234723
GCNT3	0.05342092
RP11-25K19.1	0.094615181
APBB2	0.165899682
ETS1	0.685352192
EML5	0.057113448
TYSND1	0.382643298
FGFR1	0.163052183
LINC00461	0.250857241
NOSIP	0.704503404
ATP9A	0.35358868
NEDD4L	0.59634463
RXRA	0.250799538
SEMA6D	0.223310461
LHX6	0.116322277
RPL24	0.820021765
MGAT3	0.0167332
BCL2	0.230496696
STK4-AS1	0.12097698
MLLT11	0.634932162
VWA5A	0.197143132
TFPI2	0.216368579
ECE2	0.188923609
DLX6	0.138077529
DNM3	0.115441733
STK17A	0.64197809
CTDSP2	0.593682492
C15orf38-AP3S2	0.091990224
NUMA1	0.529961118
NEBL	0.007955769
ENHO	0.171530584
TNS3	0.620787241
ARHGAP26	0.186715136
SAMD9L	0.209277778
REEP3	0.405258423
EGR4	0.027027016
RDH14	0.350937027
SLC25A29	0.183021963
MEX3C	0.663286537
CKMT1A	0.090636028
ITGA2	0.344345441
ZSWIM5	0.101446125
KSR2	0.024107491
LONRF2	0.320614517
CYP1A1	0.295276908
ZNF532	0.322246223
ZNF865	0.28918917
CHML	0.436858558
RNF144B	0.213823727
ADAMTS13	0.10620019
ISLR2	0.04723554
PSMB9	0.526672759
AFAP1L2	0.221213714
LRCH2	0.086091776
RP4-798A10.7	0.115248102
LIFR	0.17749523
USP28	0.313117364
APBA1	0.124577765
SEPSECS	0.180189171
NYAP1	0.092115503
APBB3	0.255738448
DHCR7	0.555966345
DOCK2	0.046754656
CKMT1B	0.07971625
IFITM2	0.330739469
TCEB2P2	0.073698407
BUD13	0.430503737
MMAB	0.436890358
PKDCC	0.190380664
AP1S2	0.852943194
C12orf29	0.514132457
RPS5	0.823990362
SAE1	0.79631235
RP11-426C22.6	0.07377677
ATF5	0.522681302
EPHA10	2.03E-11
ZNF628	0.225815389
CTSC	0.668130437
CORO1A	0.157008195
AC004951.5	0.087341773
RP11-448G4.2	0.07934149
TXNRD1	0.7706856
PTPRN	0.103559748
PGF	0.363642899
SSX6	0.092054135
SLC6A17	0.219547339
DUSP15	0.205972987
PITX2	0.1387024
GDA	0.017003291
RP11-76H14.2	0.142512815
RP11-313M3.1	0.161209202
H2AFX	0.722023767
RP11-438O11.1	0.008578749
SLC22A18	0.551336871
EPG5	0.287287212
TMEFF1	0.04772438
RP11-396M11.1	0.057661006
TFCP2L1	0.035739791
BRSK2	0.140483298
NOXA1	0.045911487
IER3IP1	0.757363349
PAFAH1B2	0.489117502
ELMO1	0.225674733
VCAN	0.16564763
MALAT1	0.671699686
SNCB	0.112525635
SLC10A5	0.072680538
TNIK	0.595171933
TCIRG1	0.443351644
NOV	0.614836115
SLC22A17	0.221896209
PSMD11	0.782413839
DLG3	0.137411951
FAM53A	0.123666412
TAPBPL	0.261329403
FAM219A	0.532824175
EPN1	0.698612074
RTN1	0.050713272
DHX36	0.593765122
DNMT1	0.770466926
DUSP13	0.010221717
PPP1R3F	0.252060876
PIR	0.912296514
FAM124A	0.188741604
C15orf40	0.478203005
ZNF721	0.261721529
IREB2	0.462595424
BEGAIN	0.074056883
WNT5B	0.026869542
LRRC37B	0.176048017
ZNF92	0.352350874
UNC45A	0.715081565
C7	0.053525726
TPH2	0.012007805
BBS4	0.421519808
ENTPD5	0.221684794
DAPK1	0.235970976
HMGB1P21	0.1215044
MSX1	0.250233636
PMEPA1	0.639530246
PPCDC	0.334096423
DCUN1D3	0.240370471
YAP1	0.626549668
TUBG2	0.573134599
RP11-334C17.5	0.224273655
DNMBP	0.209537259
SLC27A3	0.46615928
MMP24	0.117170833
MCF2L2	0.07832199
PPP2R3A	0.246236198
IFITM1	0.083265868
ANKMY2	0.443499408
P2RX6	0.381820499
LRRC27	0.096509735
CHEK2	0.431138203
EIF2B5	0.681392545
GPM6B	0.679004925
NFATC1	0.232368515
COMMD8	0.545602977
SRSF12	0.067155708
MESP1	0.153916549
PSAPL1	0.005876818
SBNO2	0.606022842
CREG1	0.621580874
FILIP1	0.023617857
JAG1	0.398491986
NXT1	0.632607994
HMGCS1	0.645694206
NRCAM	0.418921221
TRIM28	0.807415221
ACRV1	0.089521306
ARHGEF12	0.491937853
STAG2	0.577319814
HDDC3	0.523015815
PDK3	0.487204584
CTSD	0.830672239
MATN3	0.12503996
OSR1	3.45E-21
NBEA	0.203228628
PAQR6	0.235634036
SOCS1	0.106043713
TLX3	0.045521204
TMEM130	1.08E-21
SAMD3	5.73E-06
LINC00205	0.267258509
KRT15	0.114900245
ZSCAN5A	0.209813027
LRRC49	0.130638401
RNF26	0.587962222
MTG1	0.241749572
COQ6	0.309544814
TRIM73	0.221501377
ADAP2	5.17E-10
BDNF	0.034846491
DIO2	0.046118799
PTPRU	0.235375665
PI4K2B	0.281525195
BHLHE41	0.562178046
INHBA	0.149817887
ADNP2	0.382949331
RPUSD4	0.471421536
CLDN10	3.10E-21
BCL9L	0.265406817
ANXA7	0.66814259
DOC2A	0.059906642
PCDHA12	0.014380489
PIK3C3	0.328542422
SLC24A1	0.261401065
PRAF2	0.600730143
MRC2	0.207011395
IFITM3	0.725652839
IQGAP2	0.174205218
RP11-234A1.1	0.679571865
PMS2P4	0.301798411
LRRK1	0.216156646
CHRNA7	0.127566929
DLAT	0.586123811
IFT43	0.281384406
IRF7	0.203172713
TMEM37	2.67E-21
ZW10	0.471361727
AP2S1	0.818546437
FBXO45	0.440154673
RNF215	0.339628224
MCCC1	0.487953457
GKN1	0.019757817
KCNAB2	0.44449852
GHDC	0.452333429
RBFA	0.563661994
FBXL5	0.479426305
WARS	0.745335249
KCNH2	7.80E-20
VAPB	0.522165087
MALT1	0.290504929
DDX10	0.294844054
EMID1	0.088594499
PRPF31	0.731535284
RAB38	0.785227287
RP11-467I20.3	0.011940389
GCLM	0.414068481
TMED3	0.792128726
RP11-29G8.3	0.305605912
RP11-575H3.1	0.072872425
TMEM128	0.446461325
CCBE1	0.033058753
SRPK3	0.115351189
ZNF776	0.222229384
CBR3	0.751934864
BEX1	0.220496436
TMEM175	0.347945535
NOX5	0.031647821
FYB	0.240766893
GADD45GIP1	0.773331755
DPY19L2P4	0.094705377
AKAP5	0.067351157
NSDHL	0.614028129
HMGA2	0.308218354
HTT	0.465114069
FZD1	0.535330546
NRP2	0.82403417
RP11-345J4.3	0.018605927
BSCL2	0.470130497
IGSF9B	0.0668433
ABHD2	0.726378632
P2RY2	2.12E-21
MYL5	0.171913253
TSGA10	0.10125799
SYN1	0.03704323
DDX6	0.555592475
RPL18	0.813780336
CCDC92	0.181849106
PHC3	0.259345018
MAPRE3	0.443972518
SCG5	0.039323914
FURIN	0.7610993
DAB2IP	0.377916396
RAB11FIP3	0.419153663
ABT1	0.567203717
NR4A3	0.343644895
RPS26P6	0.761065863
COL4A5	0.139494188
TRANK1	0.12276588
NUP153	0.630303123
TTYH2	0.567298407
WDR19	0.236901523
GLIS2	0.066221324
HPRT1	0.706834881
RAD54L	0.50770494
DCPS	0.807901859
MIPEP	0.512429615
CSNK1G2	0.645811365
HOXA9	1.97E-21
TSHZ1	0.45014325
AC091633.2	0.017965748
TIMM21	0.694845788
SERPINB9	0.038492232
RNF181	0.718087915
SDSL	0.37121463
REEP1	0.061907006
SLIT2	0.074340551
RPL13A	0.822761676
SULT4A1	0.055579552
MVK	0.357824358
IGF1R	0.528723393
ZBTB33	0.466120536
COMP	2.69E-21
CATSPER2P1	0.388609511
CDK5R2	0.07969917
MRPL47	0.772058369
MBD2	0.40529857
TCTA	0.680792558
SERTAD1	0.36801101
RP11-475I24.3	0.14868549
JUNB	0.591008827
F2R	0.633094614
MLLT1	0.632652099
NTNG2	0.104576419
MST1P2	0.148940776
ZNF704	0.35031476
AP000253.1	0.069894129
ZSCAN5C	0.062938672
DNM1	0.056841504
CDS1	0.057937058
HMGN4	0.651802798
MAN2B2	0.303435349
ARHGAP4	0.153161623
THOC2	0.502284379
FHL2	0.504816918
SIGIRR	0.217498765
RIPPLY2	0.059324347
CTC-378H22.2	1.35E-15
DNMT3A	0.274012205
HMGN5	0.318532113
CISH	0.136411445
GPR157	0.270382666
GBP2	0.195119641
NAGLU	0.632654998
SLC45A1	0.034684959
ABCA9	0.101786259
HDAC11	0.223425203
HEY2	0.304974642
GPRC5A	0.251199336
HLA-F	0.361427779
ZNF365	0.237102741
FAM122B	0.610731311
ALDH2	3.21E-18
SLC12A8	0.098849363
BEND6	0.121677634
SLC26A1	0.115251294
FBXO2	0.114463999
ZNF367	0.434467201
PTER	0.285851867
TMEM221	0.043126247
SARNP	0.361605089
DAAM1	0.320180218
IFT46	0.339900455
KIAA0040	0.283289611
TMEM136	0.143740489
MAGEA6	1.572134182
ZNF614	0.218907177
ANKRD6	0.190528775
C1orf159	0.251945412
TMEM200A	2.56E-20
ZNF300	0.28873608
PRMT1	0.736558748
EIF4G1	0.806451878
RP11-20D14.6	0.037367527
SLC35D3	0.018075993
MTMR1	0.342057917
MKNK2	0.510170046
GNPDA2	0.257905436
PDE4DIP	0.267203863
RP11-211N8.2	0.141986757
TIMM17B	0.494036467
C17orf75	0.44235444
ARC	0.111873513
CD276	0.733067373
RP11-818F20.5	2.09E-19
SEMA3A	0.24426447
CHEK1	0.454244652
SPTBN5	0.135071992
TTC8	0.357087567
ACSM4	0.017048689
ATP5A1P7	0.027488591
ZNF460	0.156816245
ARCN1	0.738192928
TIMM8B	0.437033238
OAF	0.750149641
TBC1D8	0.335482551
PTPRD	0.058097409
RNPC3	0.296977436
SNORD104	0.022719095
SLC1A1	0.151128302
ZNF469	0.043258251
RPL10	0.820219657
DYM	0.422440726
NKX6-1	0.139107124
C19orf43	0.797966691
BANF1	0.794313585
QTRT1	0.593179409
KHK	0.284836999
RP11-496I9.1	0.095893819
COMMD4	0.738299802
SLC10A3	0.410020718
SPOCD1	0.148484545
FXYD1	0.146901681
TM2D1	0.433115775
IFIT5	0.293922337
DUS3L	0.666473896
FAM127B	0.644068156
GCHFR	0.171083246
ABHD14B	0.670411814
RP11-589F5.4	0.212962364
CBR3-AS1	0.172334057
WDR1	0.761378821
C16orf45	0.20975553
STK32A	0.251997891
MIR15A	0.008483347
LIAS	0.326834032
SLC4A1AP	0.605603229
MAP3K11	0.760543665
SCRIB	0.664925366
SPRYD7	0.460464052
RP11-657O9.1	0.117091783
RPL34	0.811357982
ZNF584	0.370384219
ANXA6	0.699616463
ESRP2	3.38E-21
STK11	0.477461078
NPFFR2	0.04292836
SERTAD4	0.316894219
AC016831.7	0.120581087
LDHAP7	0.054442928
SIRT3	0.243094229
OTX1	0.206916918
PDE4C	0.046806384
SIK3	0.242750893
PAX9	0.148985224
MAPT	0.07411569
PQLC1	0.4125351
AC009302.2	0.271368624
FAM219B	0.395874444
ARL5B	0.262018443
SYNM	0.740388617
CRMP1	0.215135635
ZMYND10	0.095652054
ETV6	0.303917393
PACRGL	0.307345897
PRRT3	0.135379879
HINFP	0.176427206
ZNRD1	0.567179131
KB-1460A1.1	0.144497286
SIPA1	0.528619885
TIFA	0.261857217
TRMT1	0.631800447
SLC5A2	0.026728705
TC2N	8.33E-14
RCN2	0.816122244
MAGEA12	1.436763097
RP1-27O5.3	0.005971423
BLM	0.421900128
ARID3B	0.21452013
PRR5	0.276076165
ARHGAP24	0.164886517
SYT17	0.022445085
RPS3AP47	0.396736534
RNASEL	0.254879709
GADD45A	0.603078706
UCHL1	6.99E-21
GFM1	0.63193342
STK32C	0.186085732
TMEM164	0.599153019
RPS25	0.819993617
LINC00470	0.174252979
C2orf15	0.074992448
PLCH1	0.079152789
RCAN2	0.039557014
GS1-124K5.2	0.132062479
RP11-603J24.17	0.745974301
GNB1L	0.442275143
TCF7L1	0.193689757
ITCH	0.526637071
PLEKHN1	0.146102063
SERPINE2	0.977390471
RPS26P3	0.560121268
PGBD5	0.055467402
CTDP1	0.422425921
BMI1	0.503979127
SLC35B2	0.811743831
LETM1	0.582239196
MAGEA3	1.486425543
UNC5A	1.77E-21
MAP6	2.57E-21
CD83	0.572652912
RP11-598F7.5	0.01360004
ATP5I	0.788526694
DBNL	0.690317073
HRASLS	0.188454203
AKR1B15	0.057310769
TTC19	0.511387791
RASGRP3	0.145604443
ZSCAN12	0.163021157
CEND1	0.185417555
CERS4	0.280947254
C4BPB	3.21E-21
P4HA2	0.494386534
SLAIN1	0.253986156
FKBPL	0.387534713
CTSK	0.540129389
MUC1	7.26E-05
FN1	0.851895555
AOX1	0.032313962
PTPN13	0.256168422
ZNF358	0.466342977
OCIAD1	0.679503244
RAET1G	0.078597779
REPIN1	0.748004927
BCRP2	0.015886338
TTPA	0.186515712
HOXD1	0.153750425
PPFIBP1	0.68094572
LAMA3	0.000539326
WWC2	0.308566872
RP11-424C20.2	0.527614065
BST2	0.524056401
POLL	0.266664493
ACSL5	0.024467377
KIAA0408	0.044030271
SHMT1	0.593729973
NID2	3.54E-20
TRIP10	0.510065839
ZNF432	0.228875522
ZFP36L1	0.426323125
BTBD1	0.710782337
TMEM86A	0.140032669
TUBA8	0.075873097
CBFA2T3	0.01375547
AP2M1	0.805210271
SERTM1	0.012246996
ZCCHC4	0.263320571
KLHL5	0.246178313
MYNN	0.314182975
CNTNAP3B	0.206195382
RP11-488C13.1	0.152280956
SEC62	0.577012383
BEND4	0.011417757
SLC16A13	0.145275348
RP11-2J18.1	0.028688377
KIAA0319	0.065425581
TSPAN33	0.492870755
TMEM109	0.776584952
DGKQ	0.324825929
ACAA1	0.692375801
MME	0.419216111
AEN	0.76138134
RAP1GAP	0.238767209
CSAG1	1.297939737
YKT6	0.774664199
CABLES1	0.603180455
ZMYND8	0.655890069
PDE8A	0.54981178
CGA	0.014220638
CAPSL	1.65E-13
CCDC115	0.590930916
FBXO22	0.556763473
RPS15	0.824253303
SLC22A23	0.22039152
GJA1	3.75E-21
ABCB6	0.750538306
KCNMB4	0.083991387
ZNF658B	0.13904144
PARP9	0.356652588
LGR4	0.209960603
TMEM5	0.392178962
RP4-631H13.6	0.052000271
TNFRSF10C	0.188191083
PRSS36	0.065302361
TPBG	0.098845227
HAS3	0.108424968
RPL41	0.82021512
ZSCAN22	0.217475348
RTBDN	0.042498751
NGEF	8.90E-10
RAVER1	0.639842023
ZNF132	0.126251205
HAUS7	0.094063895
FAM200B	0.38863645
HTATIP2	0.576696631
MXRA8	0.035813114
LLPH	0.600287674
ZNF709	0.054550763
RP11-326C3.11	0.083635906
RP11-467L13.5	0.052799587
FAAH	0.027999369
SIPA1L3	0.168519868
RP11-253E3.1	0.053110033
PSMD2	0.809151593
GPAM	0.277205426
HDAC9	0.233862565
SULT1A4	0.304476043
ZNF649	0.272931908
SLC9B2	0.222018983
COG7	0.343955104
CTB-31O20.2	0.251864029
ZNF256	0.202635335
CD99L2	0.544073804
RP11-744H18.1	0.011108783
P2RY6	8.12E-13
GP1BA	0.130284786
CCDC102A	0.251235038
VAMP8	0.243134521
ITGAM	0.04964088
ZSWIM7	0.345274694
NECAB2	0.072536951
PCBP3	0.053074131
TTC5	0.293431124
HOMER2	0.187694057
ATL1	0.130639017
HOXB9	0.367732833
MFGE8	0.76680368
LENG8	0.632991937
CNTNAP4	0.08579822
PITPNM1	0.294168213
TMEM231	0.275877374
ISL2	0.132236942
TLN2	0.22286005
CHEK2P2	0.057909233
TAF9B	0.490814053
LRRC29	0.170366271
PPP1R3G	2.77E-08
ALDH3B1	0.14354069
ZNF525	0.159586891
DMXL2	0.403648566
LRRC15	0.152684061
PCDH1	0.456988787
RPL13AP25	0.739295366
EFHD1	0.124839058
TXNDC9	0.573712198
TCL6	0.063788547
HYOU1	0.803251361
ZNF416	0.195318924
ZCCHC12	0.019257228
PDZD7	0.13077961
PADI1	1.02E-06
CD163L1	0.179895242
WNT9A	0.046846804
ABCB9	0.293215953
SLC25A43	0.405094967
SNN	0.023919241
KCTD15	0.679997634
STOML1	0.346379232
CRELD1	0.458347537
U2AF2	0.784794956
ISG20	0.442434366
POLR2H	0.697179048
TRIM26	0.573967381
MSMO1	0.572180444
SYP	0.182534967
WFS1	0.484175749
NRP1	0.283670053
IRF9	0.072112725
FKBP1B	0.131783101
SLC5A10	0.065450236
G6PC3	0.771117459
NEIL1	0.150915917
CTBS	0.402603349
CCND3	0.607347972
TNFRSF10D	4.62E-11
KNDC1	0.001344874
BST1	0.224119306
IGFBPL1	0.00013905
CHKA	0.524057026
GAP43	0.084216714
NOP14-AS1	0.074786063
HES2	0.046434328
PNKP	0.545142598
ARHGDIG	0.03940374
TIPARP	0.435909902
DEK	0.736469624
PEX7	0.285733929
HENMT1	0.120081813
SART1	0.711005392
ZNF667	0.045841114
KLF4	0.270695394
FEN1	0.816809201
SMAD4	0.350154227
TMEM8B	0.184929603
DYNC2LI1	0.239947972
RP11-1149O23.2	0.025205913
USP18	0.314362424
LINC00176	0.150844468
KDM4A	0.493875925
UXS1	0.644093577
CARD18	0.016223357
ATP1A3	0.055633758
GS1-259H13.2	0.096371734
TRIM8	0.381630243
SLC41A1	0.47155828
MLLT3	0.156425905
STAG3L4	0.431691812
RP11-466H18.1	0.8198018
CITED2	0.27793165
ZFAND6	0.654417217
CNPY3	0.732544066
AC007879.5	0.03542775
MUC15	0.161983456
ABHD15	0.320271871
RASL10A	0.06511683
NHSL2	3.19E-21
UBOX5	0.33240252
AGAP6	0.263764139
KIAA1211	0.292092709
FLT3	0.013518203
ST6GALNAC5	0.04834486
RP11-16P6.1	0.152354125
OTUD7A	0.095960652
PANX2	0.273277566
SLC28A3	0.051083654
ARHGAP27	0.109028645
SPCS2	0.654092496
HS3ST3A1	0.088610749
TSPAN13	0.586884685
TIMELESS	0.664416755
DCUN1D5	0.646885189
PREB	0.750253564
GAB3	0.087858839
EMILIN1	0.433345216
TMEM59L	0.060244934
FBRSL1	0.28233432
MESDC2	0.700181113
DKC1	0.767344734
ZNF83	0.190042544
GPR158	0.27538362
RP11-480I12.5	0.157711626
LRRC28	0.240846406
TRIM2	0.701879628
ECI1	0.425655844
GOLGA5	0.514638629
STX12	0.463315247
PKP3	0.026857943
PIGU	0.621779616
RP11-303E16.2	0.394455545
ZNF274	0.35507359
SLC10A4	0.069019644
ACSL1	0.701951281
LPXN	0.746725271
ZNF583	0.119553346
RP1-102E24.6	0.003374341
AGAP11	0.040250894
GS1-124K5.4	0.325129383
RP5-902P8.10	0.130796995
CAMKK2	0.289938417
DHCR24	0.722205547
RHOXF2B	0.039351858
RP11-111F5.2	0.08486904
IFI35	0.687384313
RP5-1028L10.1	0.15998794
PTGR1	0.420876704
SLC10A7	0.172768534
ALG9	0.178935499
C19orf68	0.206920898
ADORA1	0.028516243
SKP1P1	0.120626881
C19orf48	0.74933415
STAMBP	0.443367501
PSMB10	0.630573885
RP11-337C18.4	0.004845161
RPL24P2	0.276917755
MRPS11	0.714316844
TICAM1	0.373220618
CIB1	0.745334212
RCAN3	0.405564813
TMEM150A	0.309732939
GSTA4	0.359030225
CAMK1G	0.070016295
GOLPH3	0.571373596
CCDC9	0.438110278
LPAR2	0.1450334
EML3	0.564090093
GCNT2	0.335829909
CYR61	0.462233846
FUNDC1	0.574301404
C5orf64	0.0362902
PRICKLE4	0.116172002
WDR47	0.335724801
RUNDC3A	0.057637769
TMEM110	0.174039708
RP11-384P7.7	0.078948599
RP11-124N3.3	0.035855859
C7orf61	0.110073092
ATP6V1C2	0.078015124
SLC30A9	0.585360572
ZNF559	0.3330273
NDRG3	0.573422092
FAM210A	0.680810353
MSL2	0.351700333
F11R	0.319067914
GTF2F2	0.618220237
PGBD1	0.263512333
RP11-873E20.1	0.070481971
LIPG	1.44E-12
ADD3	0.541066297
SERINC3	0.740116417
TMEM19	0.383200952
ROBO4	0.08604425
NOTCH3	0.014074505
MFSD7	0.022831839
SNRNP48	0.41725063
TRIM21	0.385207368
MRPL46	0.662407799
LAP3	0.688452543
CLEC2D	0.201621279
FOXF1	0.213528858
EIF4B	0.784592391
CSPG5	0.135620727
SCG3	0.067977205
UACA	0.421264178
NUCB2	0.379596226
FAM98A	0.722918189
ZNF45	0.352121653
TSPAN9	0.351594104
CBX4	0.747219275
AC091729.9	0.32295197
TRPM8	0.322493477
RP11-802E16.3	0.425938862
RP11-134E15.2	0.226668904
PTPRG	0.325516494
TSEN34	0.626020819
NOXO1	0.008452977
CCM2	0.363899224
PPP1R21	0.295933093
RPS3AP26	0.769285037
RPS19P3	0.089555733
FMO4	0.205978193
KCNJ6	2.04E-21
ATP9B	0.199773877
PLCB3	0.464183912
DPP9	0.677851645
CCNH	0.527566136
OBSL1	0.444919024
TNFAIP8L3	3.60E-18
TMEM63C	0.000649967
ACOT11	0.077798223
SNRNP27	0.523036793
SNHG12	0.43296335
VEZF1	0.59159897
PIGO	0.386172882
RASSF7	0.203503082
IL22RA1	0.117223537
RMND5B	0.367059354
SLC35A3	0.242468699
ZFHX3	0.184928422
ARL14	0.010590717
C16orf72	0.408577657
ZBED1	0.425597559
KBTBD8	0.194192582
GM2A	0.682356479
PPP1R14BP2	0.014164623
KLHDC8B	0.38240427
KIAA1107	0.088040562
KTN1-AS1	0.170058758
CEBPD	0.14668705
ANAPC4	0.411387259
RPS11	0.825372235
LA16c-306E5.1	0.029227831
TRIM27	0.636887262
ATXN3L	0.035907298
SNORD3A	0.448453711
GPR3	0.47959036
SNX17	0.772912892
CYP39A1	0.125187423
AP3S2	0.14203967
TOX2	0.244623088
RP11-510I6.2	0.012795852
SREBF2	0.739350116
CBLN3	0.101236453
DOK3	0.178215669
ISM1	0.168338229
PGAP2	0.247571446
RPS6KB2	0.51343418
MTA3	0.263278715
RPL7AP30	0.005245744
HEATR5B	0.384887532
MINPP1	0.468122459
NR1D1	0.430393665
POLD1	0.641264971
FASN	0.811799461
EIF1AD	0.469325319
MEIS2	0.243870407
RP11-304M2.5	0.407185613
AP3B2	0.151195765
CYP26A1	0.047050167
RPS9	0.799830129
ABHD11	0.538275085
OGG1	0.343471462
SUSD4	3.26E-21
SLC37A2	0.513941874
MTDH	0.743718939
INTS7	0.453200526
FAM110C	3.31E-21
AIMP1	0.643305986
TMCO4	0.282887876
DYNC1H1	0.739372143
DENND1A	0.251990954
CNOT10	0.42475382
RIBC2	0.120714267
C6orf89	0.611981873
ANKRD5	0.123285534
HAT1	0.703365177
EXOSC10	0.649190566
PPP2R3C	0.412909995
SCGB1A1	0.029509595
MSH2	0.557203915
CAMK2N1	0.299532473
ATP6AP2	0.770247653
ZFAND5	0.611359251
AGRN	0.543950744
KCNJ2	0.100116939
RYK	0.65524701
NKX2-1	6.90E-21
UBR5	0.530410402
TRAM1	0.716066498
LSM4	0.798552479
TXN	0.812349543
PJA1	0.504343893
KIAA1919	0.199244086
ZNF550	0.276622246
KRT2	0.003961926
ZBTB39	0.251224995
CALR	0.824770695
ZNF275	0.267477827
FGD1	0.428569422
C5orf22	0.633506876
GTF3C2	0.646346557
DCAF15	0.551531382
POLR2E	0.808545595
ZYG11B	0.295139656
PHF23	0.667220458
HBP1	0.404157289
PIK3C2A	0.40166908
SH3GLB2	0.492184922
PRPF6	0.760591607
CYB5R3	0.784589683
CALCRL	0.012678177
PPP5C	0.716269156
HOMER3	0.532332501
CTNNA1	0.795281387
KIF22	0.654110914
WBSCR16	0.635813488
CLPTM1	0.755232901
LARS	0.712180659
SECISBP2L	0.533179899
RHBDD2	0.647650248
SRPR	0.791201312
MPDU1	0.724971217
NAB2	0.707043959
VASP	0.625458867
ERLIN1	0.649285604
ING5	0.294395455
ERBB2	0.402783496
DAPK3	0.607507613
HM13	0.763212044
MED20	0.383719231
BPNT1	0.57778411
LOXL2	0.388291453
ZNF652	0.252636215
ELF1	0.588681913
SORBS3	0.323400545
MGLL	0.258428729
KRT8	0.083915448
C9orf80	0.439020583
CBLB	0.262378376
NSMAF	0.549233242
ARHGAP1	0.588387583
ELL	0.352567405
ANK2	0.219619439
NDRG2	0.315432556
EHBP1	0.635491828
VGLL4	0.403099885
ZNF641	0.186848549
MARK2	0.336067553
JAM3	0.565676785
INPP5B	0.265904733
ANO3	0.093322758
HPCAL1	0.641341529
SOX4	0.397467223
TAGLN2	0.81242316
AP3D1	0.761300556
ST7L	0.194047599
WDR6	0.615930273
DHX34	0.393943178
UNC93B1	0.323466808
ELP3	0.458157375
