	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA	0.8790853464144452		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
EXTRACELLULAR_MATRIX_PART	0.8789465805226818		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
YAGUE_PRETUMOR_DRUG_RESISTANCE_DN	0.8789247159072203		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
DANG_REGULATED_BY_MYC_DN	0.8782276862738828		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
COWLING_MYCN_TARGETS	0.8780294728707226		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
GROGER_EMT	0.8771481269635828		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN	0.8769795442874215		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
RIGGI_EWING_SARCOMA_PROGENITOR_DN	0.8767447808456422		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
LANDIS_BREAST_CANCER_PROGRESSION_DN	0.8766740963663125		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
BROWNE_HCMV_INFECTION_12HR_DN	0.876628224985027		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
BERENJENO_TRANSFORMED_BY_RHOA_DN	0.8762469977216099		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
FARMER_BREAST_CANCER_CLUSTER_5	0.8759185873155406		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
DASU_IL6_SIGNALING_SCAR_DN	0.8752316949262258		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
CROONQUIST_STROMAL_STIMULATION	0.8712138556755502		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
EXTRACELLULAR_MATRIX	0.871009783702578		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
PROTEINACEOUS_EXTRACELLULAR_MATRIX	0.8709640230096339		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
LIM_MAMMARY_STEM_CELL_UP	0.8705870621775698		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
WESTON_VEGFA_TARGETS_6HR	0.8693411859563644		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
SERVITJA_ISLET_HNF1A_TARGETS_UP	0.8692632521592814		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
NIELSEN_MALIGNAT_FIBROUS_HISTIOCYTOMA_UP	0.8686095553585561		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
BROWNE_HCMV_INFECTION_14HR_DN	0.8675973508922735		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
PETROVA_PROX1_TARGETS_DN	0.8672079860277795		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
SASSON_RESPONSE_TO_FORSKOLIN_DN	0.8667770675693216		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
WANG_SMARCE1_TARGETS_UP	0.8661136596583852		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
WESTON_VEGFA_TARGETS_12HR	0.866055307409948		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
WILCOX_RESPONSE_TO_PROGESTERONE_DN	0.8652912008486017		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	0.8650836869526544		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
TOMLINS_PROSTATE_CANCER_DN	0.8650292650241138		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
KEGG_FOCAL_ADHESION	0.8648625636223655		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
VERRECCHIA_EARLY_RESPONSE_TO_TGFB1	0.8647585630876875		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP	0.863968753915484		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
PETRETTO_CARDIAC_HYPERTROPHY	0.8639680682595814		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
SASSON_RESPONSE_TO_GONADOTROPHINS_DN	0.8638420074547285		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.8634292834713448		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
LANDIS_ERBB2_BREAST_TUMORS_324_DN	0.8611230574329609		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_DN	0.8610222828136798		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
PID_AVB3_INTEGRIN_PATHWAY	0.8571514430279554		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
NEWMAN_ERCC6_TARGETS_DN	0.8570081847649113		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
WOO_LIVER_CANCER_RECURRENCE_UP	0.8568247737166772		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
BURTON_ADIPOGENESIS_8	0.8565957563234433		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN	0.8564329816183659		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY	0.8561461963651222		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION	0.8550642643125486		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
DELASERNA_MYOD_TARGETS_DN	0.8545093088671979		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
PID_INTEGRIN1_PATHWAY	0.8535280739331098		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
HARRIS_BRAIN_CANCER_PROGENITORS	0.8533545681946296		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP	0.8528772944110856		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
MARCHINI_TRABECTEDIN_RESISTANCE_DN	0.8520858131151654		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
IGLESIAS_E2F_TARGETS_UP	0.8510395775904198		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP	0.8505510684819672		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
LIEN_BREAST_CARCINOMA_METAPLASTIC	0.8487914732933607		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
KIM_WT1_TARGETS_12HR_UP	0.8484937417146198		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR	0.8482702524814456		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
LAIHO_COLORECTAL_CANCER_SERRATED_UP	0.8475264029124935		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
JI_RESPONSE_TO_FSH_DN	0.847211389569505		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL	0.846970120421559		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
BASEMENT_MEMBRANE	0.8461504116343496		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
WONG_ADULT_TISSUE_STEM_MODULE	0.8458727525995758		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
TRAYNOR_RETT_SYNDROM_UP	0.845535666177575		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
BURTON_ADIPOGENESIS_7	0.8450331413317387		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
CELL_MATRIX_ADHESION	0.8449452727209713		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
CORDENONSI_YAP_CONSERVED_SIGNATURE	0.8443200926370498		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
ONDER_CDH1_SIGNALING_VIA_CTNNB1	0.8442534374963373		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
BASSO_HAIRY_CELL_LEUKEMIA_DN	0.844022197783724		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
MIKKELSEN_MEF_LCP_WITH_H3K4ME3	0.843916917735139		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
REACTOME_SMOOTH_MUSCLE_CONTRACTION	0.8437413549890379		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
REACTOME_COLLAGEN_FORMATION	0.8435807491535557		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
DORSEY_GAB2_TARGETS	0.8433427331359644		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
URS_ADIPOCYTE_DIFFERENTIATION_DN	0.8429044358924818		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
VERRECCHIA_RESPONSE_TO_TGFB1_C2	0.8428145636578706		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16	0.8426408002113898		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
ZHU_SKIL_TARGETS_UP	0.8423242381305452		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
SWEET_LUNG_CANCER_KRAS_DN	0.8417793804630533		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
STEGER_ADIPOGENESIS_DN	0.8411311483580043		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
MANALO_HYPOXIA_UP	0.8410902014955446		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
ROZANOV_MMP14_TARGETS_SUBSET	0.8407897283796978		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_UP	0.8406936842673132		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
DASU_IL6_SIGNALING_DN	0.8404994568931228		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
TAUBE_EMT	0.8404989769012124		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	0.8404563257288687		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
HOSHIDA_LIVER_CANCER_SUBCLASS_S1	0.8403538336802393		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN	0.8403317697322897		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
LINDVALL_IMMORTALIZED_BY_TERT_UP	0.8402213565959394		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
CELL_SUBSTRATE_ADHESION	0.8399852273595986		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5	0.8391134075125847		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
PASINI_SUZ12_TARGETS_DN	0.8390413874368267		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.8385239486028111		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_UP	0.8377464886658877		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
JOHNSTONE_PARVB_TARGETS_1_DN	0.8377325543403238		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
NABA_CORE_MATRISOME	0.8376145533964787		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
WEST_ADRENOCORTICAL_TUMOR_DN	0.8374979218114837		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
YAMAZAKI_TCEB3_TARGETS	0.8373139549063364		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
TSENG_IRS1_TARGETS_DN	0.8373077442397483		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
PID_SYNDECAN_4_PATHWAY	0.837117638099803		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
KAYO_CALORIE_RESTRICTION_MUSCLE_UP	0.837011390368477		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN	0.8369799948167028		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
SUNG_METASTASIS_STROMA_UP	0.8361508310358707		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	0.8356506850122087		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_UP	0.835196816505237		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
MIKKELSEN_DEDIFFERENTIATED_STATE_DN	0.8351630934304877		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
LIM_MAMMARY_STEM_CELL	0.835110869930939		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
SWEET_KRAS_TARGETS_UP	0.8350244289006071		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
LIU_PROSTATE_CANCER_DN	0.8343778197318668		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
THUM_SYSTOLIC_HEART_FAILURE_UP	0.8337940641676852		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
GERHOLD_ADIPOGENESIS_DN	0.8336283833116892		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
YAP1_UP	0.8330402194284076		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
NAKAMURA_ADIPOGENESIS_EARLY_UP	0.8330002396624102		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
KIM_WT1_TARGETS_8HR_UP	0.8329907843651058		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
KIM_GLIS2_TARGETS_UP	0.8327456672213683		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
VERRECCHIA_RESPONSE_TO_TGFB1_C1	0.8326943499003955		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
COLLAGEN	0.832450023377467		2.6208884811951253e-06	1.0	2.6208884811951253e-06	5.608524957936063e-06	1.0	5.608524957936063e-06
