	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
S6_pS235_S236-R-V	0.3379784258650855		0.0116883116883	0.988311688312	0.0116883116883	0.0608888888889	1.0	0.0608888888889
SETD2-R-QC	0.33766658900039426		0.0116883116883	0.988311688312	0.0116883116883	0.0608888888889	1.0	0.0608888888889
4E-BP1_pS65-R-V	0.3369132495891991		0.0118614718615	0.988138528139	0.0118614718615	0.0608888888889	1.0	0.0608888888889
ATM-R-E	0.33519979659782373		0.0122077922078	0.987792207792	0.0122077922078	0.0613043478261	1.0	0.0613043478261
ETS-1-R-V	0.3341929646778034		0.012987012987	0.987012987013	0.012987012987	0.0623529411765	1.0	0.0623529411765
p38_pT180_Y182-R-V	0.3328991602836588		0.0132467532468	0.986753246753	0.0132467532468	0.0623529411765	1.0	0.0623529411765
TSC1-R-C	0.33277988791032603		0.0132467532468	0.986753246753	0.0132467532468	0.0623529411765	1.0	0.0623529411765
IRS1-R-V	0.3316382983609316		0.0135064935065	0.986493506494	0.0135064935065	0.0623529411765	1.0	0.0623529411765
p62 Lck ligand-M-C	0.33086809961069913		0.0137662337662	0.986233766234	0.0137662337662	0.0623529411765	1.0	0.0623529411765
Caspase-8-M-QC	0.3224223186778325		0.0169696969697	0.98303030303	0.0169696969697	0.0753846153846	1.0	0.0753846153846
Akt_pT308-R-V	0.31890549697172454		0.0192207792208	0.980779220779	0.0192207792208	0.0837735849057	1.0	0.0837735849057
Tuberin-R-V	0.31651561361994873		0.0213852813853	0.978614718615	0.0213852813853	0.0914814814815	1.0	0.0914814814815
Rictor_pT1135-R-V	0.31554467106760553		0.0220779220779	0.977922077922	0.0220779220779	0.0921428571429	1.0	0.0921428571429
S6_pS240_S244-R-V	0.3149709410811554		0.0223376623377	0.977662337662	0.0223376623377	0.0921428571429	1.0	0.0921428571429
cIAP-R-C	0.30956811819164776		0.0268398268398	0.97316017316	0.0268398268398	0.108771929825	1.0	0.108771929825
JAK2-R-E	0.30836645073452207		0.0274458874459	0.972554112554	0.0274458874459	0.109310344828	1.0	0.109310344828
PRAS40_pT246-R-V	0.3067747185330147		0.0283116883117	0.971688311688	0.0283116883117	0.110847457627	1.0	0.110847457627
GSK3_pS9-R-V	0.3024423164988911		0.031341991342	0.968658008658	0.031341991342	0.120317460317	1.0	0.120317460317
Di-Ras3-M-E	0.3012900084523651		0.0322943722944	0.967705627706	0.0322943722944	0.120317460317	1.0	0.120317460317
Akt_pS473-R-V	0.3012743290750657		0.0322943722944	0.967705627706	0.0322943722944	0.120317460317	1.0	0.120317460317
p38_MAPK-R-V	0.3009880320877487		0.0328138528139	0.967186147186	0.0328138528139	0.120317460317	1.0	0.120317460317
MEK1_pS217_S221-R-V	0.2995967297788079		0.0342857142857	0.965714285714	0.0342857142857	0.123384615385	1.0	0.123384615385
eIF4G-R-C	0.2991511046504833		0.0347186147186	0.965281385281	0.0347186147186	0.123384615385	1.0	0.123384615385
PI3K-p85-R-V	0.2968834636648297		0.0372294372294	0.962770562771	0.0372294372294	0.129850746269	1.0	0.129850746269
NDRG1_pT346-R-V	0.2965150740586654		0.0376623376623	0.962337662338	0.0376623376623	0.129850746269	1.0	0.129850746269
Dvl3-R-V	0.2943581912650333		0.04	0.96	0.04	0.135072463768	1.0	0.135072463768
GSK3-alpha-beta_pS21_S9-R-V	0.29409529384141925		0.0403463203463	0.959653679654	0.0403463203463	0.135072463768	1.0	0.135072463768
4E-BP1_pT37_T46-R-V	0.2929965927075304		0.0419047619048	0.958095238095	0.0419047619048	0.138285714286	1.0	0.138285714286
SHP-2_pY542-R-E	0.2828090523607634		0.0531601731602	0.94683982684	0.0531601731602	0.172957746479	1.0	0.172957746479
STAT3_pY705-R-V	0.27930777947933494		0.0578354978355	0.942164502165	0.0578354978355	0.185555555556	1.0	0.185555555556
p14 Arf(BetIHC-00196)-R-E	0.27878284939455245		0.0587878787879	0.941212121212	0.0587878787879	0.18602739726	1.0	0.18602739726
Tuberin_pT1462-R-V	0.27504263062186945		0.0649350649351	0.935064935065	0.0649350649351	0.202702702703	1.0	0.202702702703
C-Raf_pS338-R-V	0.27373160109304945		0.0670995670996	0.9329004329	0.0670995670996	0.205	1.0	0.205
Prohibitin-R-E	0.27352639953879765		0.0674458874459	0.932554112554	0.0674458874459	0.205	1.0	0.205
CD49b-M-V	0.26897271231630665		0.0754978354978	0.924502164502	0.0754978354978	0.226493506494	1.0	0.226493506494
LKB1-M-E	0.26585103578230546		0.081645021645	0.918354978355	0.081645021645	0.241794871795	1.0	0.241794871795
Rictor-R-C	0.2654630460385273		0.0827705627706	0.917229437229	0.0827705627706	0.242025316456	1.0	0.242025316456
Beclin-G-C	0.2564537771986949		0.104935064935	0.895064935065	0.104935064935	0.303	1.0	0.303
BRCA2-R-C	0.2554118251241674		0.109177489177	0.890822510823	0.109177489177	0.311358024691	1.0	0.311358024691
Akt-R-V	0.2540539207008929		0.113939393939	0.886060606061	0.113939393939	0.320975609756	1.0	0.320975609756
N-Ras-M-V	0.24986660802604682		0.126666666667	0.873333333333	0.126666666667	0.352530120482	1.0	0.352530120482
53BP1-R-V	0.24842182406926042		0.131948051948	0.868051948052	0.131948051948	0.360470588235	1.0	0.360470588235
ACVRL1-R-C	0.2482748996145403		0.132640692641	0.867359307359	0.132640692641	0.360470588235	1.0	0.360470588235
FOXO3a-R-C	0.2473361723290441		0.135844155844	0.864155844156	0.135844155844	0.36488372093	1.0	0.36488372093
AMPK_alpha-R-C	0.2459644233451319		0.140346320346	0.859653679654	0.140346320346	0.372643678161	1.0	0.372643678161
C-Raf(BD610151)-M-E	0.24344593737312442		0.151601731602	0.848398268398	0.151601731602	0.397954545455	1.0	0.397954545455
JNK_pT183_Y185-R-V	0.2421376584931729		0.157575757576	0.842424242424	0.157575757576	0.408988764045	1.0	0.408988764045
eEF2K-R-V	0.23946374641684992		0.169004329004	0.830995670996	0.169004329004	0.433777777778	1.0	0.433777777778
MDMX_MDM4(BetA300-287A)-R-E	0.23840021964652883		0.17341991342	0.82658008658	0.17341991342	0.44021978022	1.0	0.44021978022
mTOR_pS2448-R-C	0.2313358144489707		0.208917748918	0.791082251082	0.208917748918	0.524565217391	1.0	0.524565217391
Bax-R-V	0.23024259643778494		0.214978354978	0.785021645022	0.214978354978	0.533978494624	1.0	0.533978494624
eEF2-R-C	0.22956688466920405		0.22	0.78	0.22	0.536210526316	1.0	0.536210526316
p70S6K_pT389-R-V	0.22946572286385195		0.220519480519	0.779480519481	0.220519480519	0.536210526316	1.0	0.536210526316
C-Raf(MP05-739)-R-V	0.2269183476224029		0.232207792208	0.767792207792	0.232207792208	0.556494845361	1.0	0.556494845361
STAT3-R-E	0.22666424920263267		0.23367965368	0.76632034632	0.23367965368	0.556494845361	1.0	0.556494845361
ERK2-R-E	0.21845718195238956		0.277229437229	0.722770562771	0.277229437229	0.653469387755	1.0	0.653469387755
p27_pT198-R-V	0.21750885156754243		0.282424242424	0.717575757576	0.282424242424	0.65898989899	1.0	0.65898989899
GAPDH-M-C	0.21370945450180692		0.304935064935	0.695064935065	0.304935064935	0.7044	1.0	0.7044
Acetyl-a-Tubulin (Lys40)-R-C	0.21294872737368764		0.309956709957	0.690043290043	0.309956709957	0.708910891089	1.0	0.708910891089
Notch1-R-V	0.19821908899403326		0.390303030303	0.609696969697	0.390303030303	0.883921568627	1.0	0.883921568627
p90RSK_pT573-R-E	0.18742254340600834		0.435411255411	0.564588744589	0.435411255411	0.976504854369	1.0	0.976504854369
STAT5-alpha-R-V	-0.19326387268371048		0.580519480519	0.419480519481	0.419480519481	1.0	0.75703125	0.75703125
4E-BP1-R-V	-0.20206755959277023		0.62380952381	0.37619047619	0.37619047619	1.0	0.684251968504	0.684251968504
FOXO3a_pS318_S321-R-C	-0.20413510699704096		0.635844155844	0.364155844156	0.364155844156	1.0	0.667619047619	0.667619047619
Src-M-V	-0.20490032082141363		0.639826839827	0.360173160173	0.360173160173	1.0	0.6656	0.6656
14-3-3_beta-R-V	-0.212028319079342		0.680865800866	0.319134199134	0.319134199134	1.0	0.594516129032	0.594516129032
Annexin_VII-M-V	-0.21420027080500487		0.694372294372	0.305627705628	0.305627705628	1.0	0.573983739837	0.573983739837
MEK2(13E3)-R-E	-0.2178679880038582		0.714458874459	0.285541125541	0.285541125541	1.0	0.540655737705	0.540655737705
CD20 -R-C	-0.21950353635188058		0.723896103896	0.276103896104	0.276103896104	1.0	0.527107438017	0.527107438017
Rb_pS807_S811-R-V	-0.22314444339553965		0.745367965368	0.254632034632	0.254632034632	1.0	0.490166666667	0.490166666667
AMPK_pT172-R-V	-0.22399027633064508		0.749177489177	0.250822510823	0.250822510823	1.0	0.486890756303	0.486890756303
GSK-3-BETA-R-E	-0.22649248367314934		0.765367965368	0.234632034632	0.234632034632	1.0	0.459322033898	0.459322033898
TFRC-R-V	-0.23401595247422793		0.807445887446	0.192554112554	0.192554112554	1.0	0.380170940171	0.380170940171
XBP1-G-C	-0.2361382816964787		0.81645021645	0.18354978355	0.18354978355	1.0	0.365517241379	0.365517241379
Cyclin_B1-R-V	-0.23640519265341853		0.817575757576	0.182424242424	0.182424242424	1.0	0.365517241379	0.365517241379
MDMX_MDM4(BetIHC-00108)-R-E	-0.23755737873804686		0.821731601732	0.178268398268	0.178268398268	1.0	0.361228070175	0.361228070175
PI3K-p110-alpha-R-C	-0.23829261070743904		0.825108225108	0.174891774892	0.174891774892	1.0	0.357522123894	0.357522123894
p90RSK_pT359_S363-R-C	-0.2403810525164373		0.834891774892	0.165108225108	0.165108225108	1.0	0.340535714286	0.340535714286
JNK2-R-C	-0.2413380093621355		0.839134199134	0.160865800866	0.160865800866	1.0	0.334774774775	0.334774774775
beta-Catenin_pS33_S37_T41-R-E	-0.24154600615850505		0.840086580087	0.159913419913	0.159913419913	1.0	0.334774774775	0.334774774775
A-Raf_pS299-R-C	-0.24184730563775514		0.841471861472	0.158528138528	0.158528138528	1.0	0.334774774775	0.334774774775
Porin-R-E	-0.2443531642426757		0.851601731602	0.148398268398	0.148398268398	1.0	0.317407407407	0.317407407407
14-3-3_epsilon-M-C	-0.24526866038651782		0.855324675325	0.144675324675	0.144675324675	1.0	0.312336448598	0.312336448598
Cyclin_D1-R-V	-0.24642961238762742		0.860346320346	0.139653679654	0.139653679654	1.0	0.304339622642	0.304339622642
Bcl-xL-R-V	-0.2527793608500421		0.882943722944	0.117056277056	0.117056277056	1.0	0.257523809524	0.257523809524
ADAR1-R-V	-0.26144968813768293		0.905714285714	0.0942857142857	0.0942857142857	1.0	0.209423076923	0.209423076923
p53-R-E	-0.2621114456308558		0.907792207792	0.0922077922078	0.0922077922078	1.0	0.206796116505	0.206796116505
Src_pY527-R-V	-0.2626246770696124		0.908831168831	0.0911688311688	0.0911688311688	1.0	0.206470588235	0.206470588235
Caspase 8 Cleaved Asp391-R-E	-0.26390168761589156		0.911774891775	0.0882251082251	0.0882251082251	1.0	0.201782178218	0.201782178218
EGFR_pY1068-R-C	-0.2640308367793944		0.912467532468	0.0875324675325	0.0875324675325	1.0	0.201782178218	0.201782178218
Src_pY416-R-C	-0.26497631571819474		0.914285714286	0.0857142857143	0.0857142857143	1.0	0.2	0.2
Gab2-R-V	-0.26896399094871015		0.923463203463	0.0765367965368	0.0765367965368	1.0	0.180408163265	0.180408163265
PDK1_pS241-R-V	-0.26900627804813265		0.923636363636	0.0763636363636	0.0763636363636	1.0	0.180408163265	0.180408163265
ACC1-R-E	-0.2704224345151897		0.926406926407	0.0735930735931	0.0735930735931	1.0	0.177083333333	0.177083333333
DJ-1-R-V	-0.2708299151309543		0.927272727273	0.0727272727273	0.0727272727273	1.0	0.176842105263	0.176842105263
Rb-M-QC	-0.2719504361429387		0.929523809524	0.0704761904762	0.0704761904762	1.0	0.173191489362	0.173191489362
S6-R-E	-0.2722245938252757		0.929956709957	0.0700432900433	0.0700432900433	1.0	0.173191489362	0.173191489362
c-Met_pY1235-R-V	-0.27338983107849296		0.932380952381	0.067619047619	0.067619047619	1.0	0.169782608696	0.169782608696
PRDX1-R-V	-0.27391168312654135		0.933246753247	0.0667532467532	0.0667532467532	1.0	0.169450549451	0.169450549451
TTF1-R-V	-0.27435860379341226		0.934025974026	0.065974025974	0.065974025974	1.0	0.169333333333	0.169333333333
Bcl-2-M-V	-0.27436826218463733		0.934112554113	0.0658874458874	0.0658874458874	1.0	0.169333333333	0.169333333333
PDK1-R-V	-0.27521955057869973		0.935411255411	0.0645887445887	0.0645887445887	1.0	0.169333333333	0.169333333333
MEK1-R-V	-0.2775471844528868		0.940086580087	0.0599134199134	0.0599134199134	1.0	0.15908045977	0.15908045977
Raptor-R-V	-0.27957912682765684		0.942857142857	0.0571428571429	0.0571428571429	1.0	0.153488372093	0.153488372093
Smad4-M-V	-0.2808044623694179		0.944675324675	0.0553246753247	0.0553246753247	1.0	0.150352941176	0.150352941176
Rad50-M-V	-0.2811881253950779		0.945021645022	0.0549783549784	0.0549783549784	1.0	0.150352941176	0.150352941176
EGFR_pY1173-R-V	-0.2820484521103358		0.946060606061	0.0539393939394	0.0539393939394	1.0	0.150120481928	0.150120481928
MDM2_pS166-R-E	-0.28453912032873013		0.949090909091	0.0509090909091	0.0509090909091	1.0	0.143414634146	0.143414634146
p70S6K-R-V	-0.2845796012708175		0.949177489177	0.0508225108225	0.0508225108225	1.0	0.143414634146	0.143414634146
Cyclin_E1-M-V	-0.28469783432578755		0.949350649351	0.0506493506494	0.0506493506494	1.0	0.143414634146	0.143414634146
FoxM1-R-V	-0.2871330469157793		0.952554112554	0.0474458874459	0.0474458874459	1.0	0.138734177215	0.138734177215
Stathmin-R-V	-0.2885596644112878		0.954632034632	0.045367965368	0.045367965368	1.0	0.134358974359	0.134358974359
Ku80-R-C	-0.29442312859124686		0.961471861472	0.0385281385281	0.0385281385281	1.0	0.115584415584	0.115584415584
RASD2(OriTA502070)-M-E	-0.29510183076468677		0.962251082251	0.0377489177489	0.0377489177489	1.0	0.114736842105	0.114736842105
beta-Catenin_pT41_S45-R-E	-0.2991942259763613		0.966926406926	0.0330735930736	0.0330735930736	1.0	0.101866666667	0.101866666667
mTOR-R-V	-0.2997103502456916		0.967272727273	0.0327272727273	0.0327272727273	1.0	0.101866666667	0.101866666667
MDM2-R-E	-0.30025960723267825		0.967705627706	0.0322943722944	0.0322943722944	1.0	0.101866666667	0.101866666667
c-Myc-R-C	-0.30405167649372383		0.972034632035	0.0279653679654	0.0279653679654	1.0	0.0897222222222	0.0897222222222
p27-R-V	-0.3056954414337891		0.973593073593	0.0264069264069	0.0264069264069	1.0	0.0859154929577	0.0859154929577
Shc_pY317-R-E	-0.30667742610225224		0.974632034632	0.025367965368	0.025367965368	1.0	0.0837142857143	0.0837142857143
Chk2_pT68-R-C	-0.30781837738614654		0.975584415584	0.0244155844156	0.0244155844156	1.0	0.0817391304348	0.0817391304348
PDCD4-R-C	-0.3087776707408673		0.975757575758	0.0242424242424	0.0242424242424	1.0	0.0817391304348	0.0817391304348
ACC_pS79-R-V	-0.30961967986529076		0.976017316017	0.0239826839827	0.0239826839827	1.0	0.0817391304348	0.0817391304348
XRCC1-R-E	-0.31096491686537225		0.977056277056	0.0229437229437	0.0229437229437	1.0	0.080303030303	0.080303030303
RASD2(SigHPA005839)-R-E	-0.313925862864761		0.979913419913	0.0200865800866	0.0200865800866	1.0	0.0713846153846	0.0713846153846
Bid-R-C	-0.3159080881738809		0.980692640693	0.0193073593074	0.0193073593074	1.0	0.0696875	0.0696875
ERCC1-M-QC	-0.31822902523399693		0.982510822511	0.0174891774892	0.0174891774892	1.0	0.064126984127	0.064126984127
p44-42 MAPK (ERK1-2)-R-E	-0.32118316041534173		0.98380952381	0.0161904761905	0.0161904761905	1.0	0.0603225806452	0.0603225806452
B-Raf-M-C	-0.3225022469872257		0.984848484848	0.0151515151515	0.0151515151515	1.0	0.0573770491803	0.0573770491803
PCNA-M-C	-0.3267249947502892		0.9870995671	0.0129004329004	0.0129004329004	1.0	0.0496666666667	0.0496666666667
c-Met-M-QC	-0.33020309378761864		0.988658008658	0.011341991342	0.011341991342	1.0	0.044406779661	0.044406779661
beta-Catenin-R-V	-0.3318307339714396		0.989177489177	0.0108225108225	0.0108225108225	1.0	0.0431034482759	0.0431034482759
ASNS-R-V	-0.3324136453859085		0.989350649351	0.0106493506494	0.0106493506494	1.0	0.0431034482759	0.0431034482759
Bak-R-C	-0.3326906191600908		0.989437229437	0.0105627705628	0.0105627705628	1.0	0.0431034482759	0.0431034482759
GSK3-alpha-beta-M-V	-0.3328223933881849		0.98961038961	0.0103896103896	0.0103896103896	1.0	0.0431034482759	0.0431034482759
PTEN-R-V	-0.3343649228028087		0.99012987013	0.00987012987013	0.00987012987013	1.0	0.0422222222222	0.0422222222222
14-3-3_zeta-R-V	-0.33555525077733545		0.990649350649	0.00935064935065	0.00935064935065	1.0	0.0407547169811	0.0407547169811
Bap1 c-4-M-E	-0.3388109375931712		0.991515151515	0.00848484848485	0.00848484848485	1.0	0.0376923076923	0.0376923076923
CDK1-R-V	-0.3414894513285294		0.992380952381	0.00761904761905	0.00761904761905	1.0	0.0345098039216	0.0345098039216
MSH2-M-V	-0.3420035460117082		0.992554112554	0.00744588744589	0.00744588744589	1.0	0.0344	0.0344
SF2-M-V	-0.3435433194782831		0.992813852814	0.00718614718615	0.00718614718615	1.0	0.0338775510204	0.0338775510204
B-Raf_pS445-R-E	-0.34412636408763075		0.992987012987	0.00701298701299	0.00701298701299	1.0	0.03375	0.03375
RAD51-R-V	-0.34424957827437297		0.992987012987	0.00701298701299	0.00701298701299	1.0	0.03375	0.03375
Smac-M-QC	-0.34463243244387		0.993073593074	0.00692640692641	0.00692640692641	1.0	0.03375	0.03375
Cyclin_E2-R-C	-0.3447250534211241		0.993073593074	0.00692640692641	0.00692640692641	1.0	0.03375	0.03375
Chk1-M-C	-0.3455508584274053		0.993333333333	0.00666666666667	0.00666666666667	1.0	0.03375	0.03375
CD31-M-V	-0.347356499212992		0.993593073593	0.00640692640693	0.00640692640693	1.0	0.03375	0.03375
RBM15-R-V	-0.3505089130374755		0.994112554113	0.00588744588745	0.00588744588745	1.0	0.032380952381	0.032380952381
HER2_pY1248-R-C	-0.3540568156478253		0.994458874459	0.00554112554113	0.00554112554113	1.0	0.0312195121951	0.0312195121951
Mre11-R-C	-0.3550195144577809		0.994632034632	0.00536796536797	0.00536796536797	1.0	0.031	0.031
INPP4B-R-V	-0.3579053910291766		0.994891774892	0.00510822510823	0.00510822510823	1.0	0.0302564102564	0.0302564102564
TIGAR-R-V	-0.3608873714699781		0.995411255411	0.00458874458874	0.00458874458874	1.0	0.0278947368421	0.0278947368421
PEA15_pS116-R-V	-0.36852425903388575		0.99645021645	0.00354978354978	0.00354978354978	1.0	0.0221621621622	0.0221621621622
ER-alpha-R-V	-0.3689498731397158		0.996623376623	0.00337662337662	0.00337662337662	1.0	0.0216666666667	0.0216666666667
p14 Arf(CST2407)-M-E	-0.36921522151979663		0.99670995671	0.00329004329004	0.00329004329004	1.0	0.0216666666667	0.0216666666667
P-Cadherin-R-C	-0.373006470039591		0.997402597403	0.0025974025974	0.0025974025974	1.0	0.0176470588235	0.0176470588235
Chk1_pS345-R-C	-0.37324771253837197		0.997402597403	0.0025974025974	0.0025974025974	1.0	0.0176470588235	0.0176470588235
GATA3-M-V	-0.3744748836945155		0.997575757576	0.00242424242424	0.00242424242424	1.0	0.0175	0.0175
alpha-Catenin-M-V	-0.3747750637082863		0.997662337662	0.00233766233766	0.00233766233766	1.0	0.0174193548387	0.0174193548387
p27_pT157-R-C	-0.37707764558405826		0.997922077922	0.00207792207792	0.00207792207792	1.0	0.016	0.016
Caspase-7_cleavedD198-R-C	-0.3813226965869453		0.998354978355	0.00164502164502	0.00164502164502	1.0	0.0131034482759	0.0131034482759
SCD1-M-V	-0.3818887538892636		0.998354978355	0.00164502164502	0.00164502164502	1.0	0.0131034482759	0.0131034482759
Histone H2A-R-E	-0.38467332173618085		0.998701298701	0.0012987012987	0.0012987012987	1.0	0.0111111111111	0.0111111111111
HER2-M-V	-0.3860715526977298		0.998874458874	0.00112554112554	0.00112554112554	1.0	0.01	0.01
VAV1-R-E	-0.3865482189271016		0.998874458874	0.00112554112554	0.00112554112554	1.0	0.01	0.01
Smad1-R-V	-0.39107259630280183		0.999220779221	0.000779220779221	0.000779220779221	1.0	0.0075	0.0075
HER3_pY1289-R-C	-0.39566796305979013		0.999480519481	0.000519480519481	0.000519480519481	1.0	0.00521739130435	0.00521739130435
IGFBP2-R-V	-0.4063928685759051		0.99974025974	0.00025974025974	0.00025974025974	1.0	0.00272727272727	0.00272727272727
MSH6-R-C	-0.406498265467674		0.99974025974	0.00025974025974	0.00025974025974	1.0	0.00272727272727	0.00272727272727
PR-R-V	-0.4067985507568202	0.01314107933296232	0.99974025974	0.00025974025974	0.00025974025974	1.0	0.00272727272727	0.00272727272727
ER-alpha_pS118-R-V	-0.4134734351600907	0.009963116822782826	0.999913419913	8.65800865801e-05	8.65800865801e-05	1.0	0.0010526315789473684	0.0010526315789473684
PARP_cleaved-M-QC	-0.4136171109443634	0.011660915982901131	0.999913419913	8.65800865801e-05	8.65800865801e-05	1.0	0.0010526315789473684	0.0010526315789473684
eIF4E-R-V	-0.4140692503880416	0.014201100971132044	0.999913419913	8.65800865801e-05	8.65800865801e-05	1.0	0.0010526315789473684	0.0010526315789473684
HSP70-R-C	-0.41506441320473353	0.011513439787470547	0.999913419913	8.65800865801e-05	8.65800865801e-05	1.0	0.0010526315789473684	0.0010526315789473684
Lck-R-V	-0.42017582602220777	0.012985089851862424	0.999913419913	8.65800865801e-05	8.65800865801e-05	1.0	0.0010526315789473684	0.0010526315789473684
c-Kit-R-V	-0.43585064503183374	0.05665471225952955	1.0	8.658008658008658e-05	8.658008658008658e-05	1.0	0.0010526315789473684	0.0010526315789473684
VHL-M-C	-0.45111316679098246	0.013717513975188257	1.0	8.658008658008658e-05	8.658008658008658e-05	1.0	0.0010526315789473684	0.0010526315789473684
Bim(CST2933)-R-E	-0.45866070098797984	0.014537224382950463	1.0	8.658008658008658e-05	8.658008658008658e-05	1.0	0.0010526315789473684	0.0010526315789473684
